id,Indication
1756,gastric cancer
1757,pancreatic cancer
1758,gastric cancer
1758,adenocarcinoma
1759,gastric cancer
1760,gastric cancer
1760,adenocarcinoma of oesophagus
1761,gastric cancer
1762,carcinoid tumor
1762,neuroendocrine cancer
1763,gastric cancer
1763,metastatic adenocarcinoma
1764,carcinoid tumor
1764,neuroendocrine cancer
1765,pancreatic cancer
1765,diabetes
1766,gastric cancer
1767,cancer
1767,hepatocellular carcinoma of liver
1767,intrahepatic cholangiocarcinoma
1768,gastric cancer
1768,gastric or gastroesophageal junction cancer
1769,gastric cancer
1770,gastric cancer
1771,gastric cancer
1771,adenocarcinoma of oesophagus
1771,squamous cell carcinoma
1772,gastric cancer
1772,gastroesophageal junction cancer
1773,cancer
1773,cholangio carcinoma
1774,gastric cancer
1774,gastric adenocarcinoma
1775,gastric cancer
1775,gastroesophageal junction carcinoma
1776,gastric cancer
1777,gastric cancer
1777,metastatic adenocarcinoma
1777,squamous cell carcinoma
1778,carcinoid tumor
1779,pancreatic cancer
1780,gastric cancer
1780,gastro-esophageal cancer
1781,cancer
1781,hepatocellular carcinoma of liver
1782,pancreatic cancer
1783,gastric cancer
1784,carcinoid tumor
1784,poorly differentiated neuroendocrine carcinomas
1785,gastric cancer
1785,esophageal squamous cell carcinoma
1786,gastric cancer
1786,gastroesophageal adenocarcinoma
1787,pancreatic cancer
1787,metastatic pancreatic cancer
1788,cancer
1788,biliary tract cancer
1789,carcinoid tumor
1789,neuroendocrine carcinoma
1790,gastric cancer
1790,gastric or gastroesophageal junction cancer
1791,gastric cancer
1792,cancer
1792,biliary tract cancer
1793,cancer
1793,biliary tract cancer
1794,gastric cancer
1794,esophago-gastric adenocarcinoma
1795,gastric cancer
1795,gastric or gastroesophageal junction cancer
1796,gastric cancer
1796,gastric or gastroesophageal junction adenocarcinoma
1797,gastric cancer
1797,metastatic adenocarcinoma
1798,gastric cancer
1798,gastric or gastroesophageal junction adenocarcinoma
1799,gastric cancer
1799,esophageal squamous cell carcinoma
1800,cancer
1800,hepatocellular carcinoma of liver
1801,carcinoid tumor
1801,pannet
1801,gastroenteropancreatic neuroendocrine tumor
1802,gastric cancer
1802,cancer
1803,gastric cancer
1803,metastatic gastric cancer
1804,gastric cancer
1805,gastric cancer
1805,gastroesophageal junction cancer
1806,cancer
1806,biliary tract cancer
1807,cancer
1808,pancreatic cancer
1808,pancreatic ductal adenocarcinoma
1808,tumors
1809,gastric cancer
1810,gastric cancer
1810,esophageal squamous cell carcinoma
1811,cancer
1812,cancer
1813,gastric cancer
1813,gastroesophageal junction adenocarcinoma
1814,gastric cancer
1814,gastroesophageal junction cancer
1814,cancer
1815,cancer
1815,biliary tract cancer
1816,gastric cancer
1816,cancer
1817,pancreatic cancer
1818,cancer
1818,adenocarcinoma
1819,gastric cancer
1820,cancer
1820,biliary tract cancer
1821,carcinoid tumor
1821,gastroenteropancreatic neuroendocrine tumor
1822,cancer
1822,adenocarcinoma
1823,cancer
1823,biliary tract cancer
1824,cancer
1824,hepatocellular carcinoma of liver
1825,cancer
1825,hepatocellular carcinoma of liver
1826,gastric cancer
1827,pancreatic cancer
1828,gastric cancer
1828,gastric carcinoma
1829,pancreatic cancer
1829,pancreatic ductal adenocarcinoma
1829,ovarian cancer
1830,pancreatic cancer
1830,pancreatic adenocarcinoma
1830,lapc
1831,gastric cancer
1831,gastroesophageal junction cancer
1831,adenocarcinoma
1832,gastric cancer
1832,gastro-esophageal cancer
1833,carcinoid tumor
1833,endocrine tumor
1834,small intestine cancer
1834,small bowel adenocarcinoma
1835,gastric cancer
1835,esophageal cancer
1836,cancer
1836,hepatocellular carcinoma of liver
1837,cancer
1837,hepatitis b
1837,viral infection
1837,hepatocellular carcinoma of liver
1838,cancer
1838,hepatocellular carcinoma of liver
1838,biliary tract cancer
1839,gastric cancer
1840,cancer
1840,intrahepatic cholangiocarcinoma
1841,gastric cancer
1841,gastroesophageal junction cancer
1842,cancer
1842,cholangio carcinoma
1843,gastric cancer
1843,gastroesophageal junction cancer
1843,colorectal cancer
1843,stage
1844,cancer
1844,cholangio carcinoma
1845,cancer
1845,hepatocellular carcinoma of liver
1846,gastric cancer
1847,gastric cancer
1847,esophageal cancer
1848,pancreatic cancer
1848,metastatic pancreatic cancer
1849,pancreatic cancer
1849,metastatic pancreatic cancer
1850,gastric cancer
1850,gastro-esophageal cancer
1851,cancer
1851,biliary tract cancer
1852,gastric cancer
1852,sarcopenia
1852,esophageal squamous cell carcinoma
1853,cancer
1853,biliary tract cancer
1854,gastric cancer
1854,fever
1854,gastric adenocarcinoma
1855,cancer
1855,hepatocellular carcinoma of liver
1856,pancreatic cancer
1856,solid tumor
1857,gastric cancer
1857,gastroesophageal junction adenocarcinoma
1858,pancreatic cancer
1859,gastric cancer
1859,esophageal squamous cell carcinoma
1860,cancer
1860,hepatocellular carcinoma of liver
1861,cancer
1862,gastric cancer
1862,gastroesophageal adenocarcinoma
1863,pancreatic cancer
1863,pancreatic adenocarcinoma
1864,pancreatic cancer
1864,cancer
1865,pancreatic cancer
1865,pancreatic ductal adenocarcinoma
1866,pancreatic cancer
1867,carcinoid tumor
1867,pheochromocytoma
1867,paraganglioma
1868,pancreatic cancer
1869,pancreatic cancer
1870,cancer
1870,hepatocellular carcinoma of liver
1871,gastric cancer
1871,adenocarcinoma
1872,blood disorder
1872,fibrosis
1872,myelodysplastic syndrome
1872,graft versus host disease
1873,blood disorder
1873,myelodysplastic syndrome
1874,blood disorder
1874,myelodysplastic syndrome
1874,thrombocythemia
1875,blood disorder
1875,myelodysplastic syndrome
1875,polycythemia
1876,blood disorder
1876,acute leukemia
1876,myelodysplastic syndrome
1876,leukemia
1877,blood disorder
1877,acute leukemia
1877,myelodysplastic syndrome
1878,blood disorder
1878,acute leukemia
1878,myelodysplastic syndrome
1878,b-cell acute lymphoblastic leukemia
1879,blood disorder
1879,myelodysplastic syndrome
1879,myelofibrosis
1880,blood disorder
1880,acute leukemia
1880,myelodysplastic syndrome
1880,itd
1880,acute myeloid leukemia
1881,blood disorder
1881,myelodysplastic syndrome
1881,myelofibrosis
1882,blood disorder
1882,myelodysplastic syndrome
1883,blood disorder
1883,myelodysplastic syndrome
1883,chronic myeloid leukemia
1884,blood disorder
1884,acute leukemia
1884,myelodysplastic syndrome
1884,acute myeloid leukemia
1885,blood disorder
1885,myelodysplastic syndrome
1885,acute lymphocytic leukemia
1886,blood disorder
1886,acute leukemia
1886,acute myeloid leukemia
1886,myelodysplastic syndrome
1886,sickness
1887,blood disorder
1887,myelofibrosis
1887,myelodysplastic syndrome
1888,blood disorder
1888,myelodysplastic syndrome
1889,blood disorder
1889,acute leukemia
1889,myelodysplastic syndrome
1889,acute lymphocytic leukemia
1890,blood disorder
1890,myelodysplastic syndrome
1891,blood disorder
1891,acute leukemia
1891,myelodysplastic syndrome
1891,aml
1892,blood disorder
1892,acute leukemia
1892,myelodysplastic syndrome
1892,acute myeloid leukemia
1893,blood disorder
1893,myelodysplastic syndrome
1893,acute leukemia
1894,blood disorder
1894,myelodysplastic syndrome
1894,acute myeloid leukemia
1895,blood disorder
1895,acute leukemia
1895,myelodysplastic syndrome
1895,acute myeloid leukemia
1896,blood disorder
1896,myelodysplastic syndrome
1896,chronic myelomonocytic leukemia
1897,blood disorder
1897,myelodysplastic syndrome
1897,acute myeloid leukemia
1898,blood disorder
1898,acute leukemia
1898,myelodysplastic syndrome
1898,acute myeloid leukemia
1899,blood disorder
1899,myelodysplastic syndrome
1899,chronic myeloid leukemia
1900,blood disorder
1900,acute leukemia
1900,myelodysplastic syndrome
1900,b-all
1901,blood disorder
1901,acute leukemia
1901,myelodysplastic syndrome
1901,acute myeloid leukemia
1902,blood disorder
1902,acute leukemia
1902,myelodysplastic syndrome
1902,relapsed refractory acute leukemia
1903,blood disorder
1903,acute leukemia
1903,myelodysplastic syndrome
1903,acute myeloid leukemia
1904,blood disorder
1904,acute leukemia
1904,myelodysplastic syndrome
1905,blood disorder
1905,acute leukemia
1905,myelodysplastic syndrome
1906,blood disorder
1906,acute leukemia
1906,myelodysplastic syndrome
1906,acute lymphocytic leukemia
1907,blood disorder
1907,myelodysplastic syndrome
1907,myelofibrosis
1908,blood disorder
1908,acute leukemia
1908,myelodysplastic syndrome
1908,acute myeloid leukemia
1909,blood disorder
1909,acute leukemia
1909,myelodysplastic syndrome
1909,infection
1909,leukemia
1910,blood disorder
1910,acute leukemia
1910,myelodysplastic syndrome
1910,acute lymphocytic leukemia
1911,blood disorder
1911,acute leukemia
1911,myelodysplastic syndrome
1911,acute myeloid leukemia
1912,blood disorder
1912,infection
1912,myelodysplastic syndrome
1913,blood disorder
1913,acute leukemia
1913,myelodysplastic syndrome
1913,aml
1914,blood disorder
1914,hypertension
1914,myelodysplastic syndrome
1914,chronic myeloid leukemia
1915,blood disorder
1915,acute leukemia
1915,myelodysplastic syndrome
1915,acute myeloid leukemia
1916,blood disorder
1916,acute leukemia
1916,myelodysplastic syndrome
1916,aml
1917,blood disorder
1917,acute leukemia
1917,myelodysplastic syndrome
1917,acute myeloid leukemia
1918,blood disorder
1918,acute leukemia
1918,myelodysplastic syndrome
1918,acute lymphocytic leukemia
1918,blood cancer
1919,blood disorder
1919,acute leukemia
1919,myelodysplastic syndrome
1919,acute myeloid leukemia
1920,blood disorder
1920,acute leukemia
1920,myelodysplastic syndrome
1921,blood disorder
1921,acute leukemia
1921,myelodysplastic syndrome
1921,b-cell acute lymphoblastic leukemia
1922,blood disorder
1922,chronic lymphocytic leukemia
1923,blood disorder
1923,chronic lymphocytic leukemia
1923,b-cell malignancy
1924,blood disorder
1924,non-hodgkin lymphoma
1924,chronic lymphocytic leukemia
1924,b-cell lymphoma
1925,blood disorder
1925,non-hodgkin lymphoma
1925,chronic lymphocytic leukemia
1925,cns lymphoma
1926,blood disorder
1926,chronic lymphocytic leukemia
1927,blood disorder
1927,non-hodgkin lymphoma
1927,cns lymphoma
1927,chronic lymphocytic leukemia
1927,diffuse large b-cell lymphoma
1928,blood disorder
1928,chronic lymphocytic leukemia
1928,cll
1929,blood disorder
1929,non-hodgkin lymphoma
1929,chronic lymphocytic leukemia
1929,lymphoma
1930,blood disorder
1930,non-hodgkin lymphoma
1930,chronic lymphocytic leukemia
1930,follicular lymphoma
1931,blood disorder
1931,non-hodgkin lymphoma
1931,chronic lymphocytic leukemia
1932,blood disorder
1932,non-hodgkin lymphoma
1932,chronic lymphocytic leukemia
1932,b-cell lymphoma
1933,blood disorder
1933,non-hodgkin lymphoma
1933,chronic lymphocytic leukemia
1933,b-cell lymphoma
1934,blood disorder
1934,chronic lymphocytic leukemia
1934,peripheral t-cell lymphoma
1935,blood disorder
1935,non-hodgkin lymphoma
1935,diffuse large b-cell lymphoma
1935,chronic lymphocytic leukemia
1935,cancer
1936,blood disorder
1936,chronic lymphocytic leukemia
1936,cancer
1937,blood disorder
1937,non-hodgkin lymphoma
1937,chronic lymphocytic leukemia
1938,blood disorder
1938,non-hodgkin lymphoma
1938,chronic lymphocytic leukemia
1938,b-cell lymphoma
1939,blood disorder
1939,non-hodgkin lymphoma
1939,chronic lymphocytic leukemia
1940,blood disorder
1940,non-hodgkin lymphoma
1940,chronic lymphocytic leukemia
1940,cll
1941,blood disorder
1941,non-hodgkin lymphoma
1941,chronic lymphocytic leukemia
1941,marginal zone b-cell lymphoma
1942,blood disorder
1942,non-hodgkin lymphoma
1942,chronic lymphocytic leukemia
1942,follicular lymphoma
1943,blood disorder
1943,non-hodgkin lymphoma
1943,chronic lymphocytic leukemia
1944,blood disorder
1944,hodgkin lymphoma
1944,chronic lymphocytic leukemia
1944,classical hodgkin lymphoma
1945,blood disorder
1945,non-hodgkin lymphoma
1945,chronic lymphocytic leukemia
1945,follicular lymphoma
1946,blood disorder
1946,non-hodgkin lymphoma
1946,chronic lymphocytic leukemia
1946,follicular lymphoma
1947,blood disorder
1947,chronic lymphocytic leukemia
1948,blood disorder
1948,non-hodgkin lymphoma
1948,chronic lymphocytic leukemia
1948,nhl
1949,blood disorder
1949,hodgkin lymphoma
1949,chronic lymphocytic leukemia
1949,classical hodgkin lymphoma
1950,blood disorder
1950,non-hodgkin lymphoma
1950,chronic lymphocytic leukemia
1950,follicular lymphoma
1951,blood disorder
1951,non-hodgkin lymphoma
1951,chronic lymphocytic leukemia
1951,waldenstrom macroglobulinemia
1952,blood disorder
1952,chronic lymphocytic leukemia
1953,atrial fibrillation
1953,blood disorder
1953,chronic lymphocytic leukemia
1953,cll
1954,blood disorder
1954,chronic lymphocytic leukemia
1954,myocardial infarction
1954,lymphoma
1955,blood disorder
1955,chronic lymphocytic leukemia
1955,nhl
1955,cll
1955,diffuse large b-cell lymphoma
1956,blood disorder
1956,non-hodgkin lymphoma
1956,chronic lymphocytic leukemia
1956,follicular lymphoma
1957,blood disorder
1957,non-hodgkin lymphoma
1957,chronic lymphocytic leukemia
1957,b-cell lymphoma
1958,blood disorder
1958,non-hodgkin lymphoma
1958,chronic lymphocytic leukemia
1958,b-cell lymphoma
1959,blood disorder
1959,chronic lymphocytic leukemia
1959,cll
1959,small lymphocytic lymphoma
1960,blood disorder
1960,chronic lymphocytic leukemia
1961,blood disorder
1961,non-hodgkin lymphoma
1961,chronic lymphocytic leukemia
1962,blood disorder
1962,non-hodgkin lymphoma
1962,chronic lymphocytic leukemia
1962,marginal zone b-cell lymphoma
1963,blood disorder
1963,chronic lymphocytic leukemia
1964,blood disorder
1964,non-hodgkin lymphoma
1964,chronic lymphocytic leukemia
1964,mantle cell lymphoma
1965,blood disorder
1965,hodgkin lymphoma
1965,chronic lymphocytic leukemia
1966,blood disorder
1966,non-hodgkin lymphoma
1966,chronic lymphocytic leukemia
1966,b-cell lymphoma
1967,blood disorder
1967,non-hodgkin lymphoma
1967,chronic lymphocytic leukemia
1967,cutaneous t-cell lymphoma
1968,blood disorder
1968,chronic lymphocytic leukemia
1969,blood disorder
1969,hodgkin lymphoma
1969,chronic lymphocytic leukemia
1969,classical hodgkin lymphoma
1970,blood disorder
1970,non-hodgkin lymphoma
1970,chronic lymphocytic leukemia
1971,blood disorder
1971,non-hodgkin lymphoma
1971,chronic lymphocytic leukemia
1971,b-cell lymphoma
1972,blood disorder
1972,non-hodgkin lymphoma
1972,chronic lymphocytic leukemia
1972,small lymphocytic lymphoma
1973,blood disorder
1973,non-hodgkin lymphoma
1973,chronic lymphocytic leukemia
1973,ctcl
1973,b-cell lymphoma
1974,blood disorder
1974,non-hodgkin lymphoma
1974,chronic lymphocytic leukemia
1974,b-cell lymphoma
1975,blood disorder
1975,multiple myeloma
1975,dyscrasia
1976,blood disorder
1976,plasma cell disorder
1976,dyscrasia
1976,waldenstrom macroglobulinemia
1977,blood disorder
1977,multiple myeloma
1977,dyscrasia
1978,blood disorder
1978,multiple myeloma
1978,dyscrasia
1978,newly diagnosed multiple myeloma
1979,blood disorder
1979,multiple myeloma
1979,dyscrasia
1979,newly diagnosed multiple myeloma
1980,blood disorder
1980,multiple myeloma
1980,myeloma
1980,dyscrasia
1981,blood disorder
1981,multiple myeloma
1981,dyscrasia
1981,relapsed and refractory multiple myeloma
1982,blood disorder
1982,multiple myeloma
1982,dyscrasia
1982,relapsed and refractory multiple myeloma
1983,blood disorder
1983,multiple myeloma
1983,dyscrasia
1983,newly diagnosed multiple myeloma
1983,ndmm
1984,blood disorder
1984,multiple myeloma
1984,dyscrasia
1985,blood disorder
1985,plasma cell disorder
1985,monoclonal gammopathy of undetermined significance
1985,dyscrasia
1986,blood disorder
1986,multiple myeloma
1986,dyscrasia
1987,blood disorder
1987,multiple myeloma
1987,dyscrasia
1987,myeloma
1988,blood disorder
1988,multiple myeloma
1988,dyscrasia
1988,relapsed and refractory multiple myeloma
1989,blood disorder
1989,multiple myeloma
1989,dyscrasia
1990,blood disorder
1990,multiple myeloma
1990,dyscrasia
1990,newly diagnosed multiple myeloma
1991,blood disorder
1991,multiple myeloma
1991,dyscrasia
1991,relapsed and refractory multiple myeloma
1992,blood disorder
1992,multiple myeloma
1992,dyscrasia
1992,relapsed and refractory multiple myeloma
1993,blood disorder
1993,multiple myeloma
1993,dyscrasia
1993,newly diagnosed multiple myeloma
1993,ndmm
1994,blood disorder
1994,multiple myeloma
1994,dyscrasia
1994,relapsed and refractory multiple myeloma
1995,blood disorder
1995,multiple myeloma
1995,dyscrasia
1995,relapsed and refractory multiple myeloma
1996,breast cancer
1996,tumors
1996,stage
1997,breast cancer
1998,breast cancer
1998,cancer
1999,breast cancer
2000,breast cancer
2000,her2-positive breast cancer
2001,breast cancer
2001,triple-negative breast cancer
2002,breast cancer
2002,triple-negative breast cancer
2003,breast cancer
2004,breast cancer
2005,breast cancer
2005,adenosquamous carcinoma
2005,triple-negative breast cancer
2006,breast cancer
2006,prophylaxis
2007,breast cancer
2008,central nervous system
2008,tumors
2008,astrocytoma
2009,central nervous system
2009,bulky disease
2009,tumors
2010,glioblastoma
2010,central nervous system
2010,tumors
2010,glioma
2011,central nervous system
2011,tumors
2011,glioma
2012,central nervous system
2012,tumors
2012,glioblastoma
2013,central nervous system
2013,tumors
2013,lung cancer
2013,non-small cell lung cancer
2014,central nervous system
2014,tumors
2014,glioblastoma
2015,central nervous system
2015,tumors
2015,gbm
2016,central nervous system
2016,bulky disease
2016,tumors
2016,non-small cell lung cancer
2017,central nervous system
2017,tumors
2017,glioblastoma
2018,lung cancer
2018,metastatic non-small cell lung cancer
2018,non-small cell lung cancer
2019,central nervous system
2019,tumors
2019,glioblastoma
2020,blood cancer
2020,lung cancer
2020,metastatic non-small cell lung cancer
2020,tumors
2021,lung cancer
2021,metastatic non-small cell lung cancer
2022,lung cancer
2022,metastatic non-small cell lung cancer
2022,non-small cell lung cancer
2023,lung cancer
2023,metastatic non-small cell lung cancer
2024,lung cancer
2024,metastatic non-small cell lung cancer
2025,lung cancer
2025,metastatic non-small cell lung cancer
2025,non-small cell lung cancer
2026,lung cancer
2026,metastatic non-small cell lung cancer
2026,tumors
2026,non-small cell lung cancer
2027,lung cancer
2027,metastatic non-small cell lung cancer
2027,non-small cell lung cancer
2028,lung cancer
2028,metastatic non-small cell lung cancer
2028,non-small cell lung cancer
2029,lung cancer
2029,metastatic non-small cell lung cancer
2029,deficiency
2030,breast cancer
2030,metastatic breast cancer
2031,lung cancer
2031,metastatic non-small cell lung cancer
2031,non-small cell lung cancer
2032,breast cancer
2032,de novo stage iv breast cancer
2033,breast cancer
2033,metastatic breast cancer
2034,breast cancer
2034,triple-negative breast cancer
2035,breast cancer
2035,metastatic breast cancer
2035,stage
2036,breast cancer
2036,triple-negative breast cancer
2037,breast cancer
2037,bulky disease
2037,metastatic breast cancer
2038,breast cancer
2038,metastatic breast cancer
2039,breast cancer
2039,metastatic breast cancer
2040,breast cancer
2040,stage
2040,abc
2041,breast cancer
2042,breast cancer
2042,stage
2043,lung cancer
2043,mesothelioma
2043,thoracic tumor
2043,malignant pleural mesothelioma
2044,lung cancer
2044,mesothelioma
2044,thoracic tumor
2044,malignant pleural mesothelioma
2044,cancer
2044,leukemia
2045,lung cancer
2045,non-small cell lung cancer
2045,thoracic tumor
2046,lung cancer
2046,non-small cell lung cancer
2046,thoracic tumor
2047,lung cancer
2047,non-small cell lung cancer
2047,thoracic tumor
2048,lung cancer
2048,non-small cell lung cancer
2048,thoracic tumor
2049,lung cancer
2049,thoracic tumor
2049,non-small cell lung cancer
2050,lung cancer
2050,small-cell lung cancer
2050,thoracic tumor
2051,lung cancer
2051,thoracic tumor
2051,non-small cell lung cancer
2052,lung cancer
2052,small-cell lung cancer
2052,thoracic tumor
2053,lung cancer
2053,small-cell lung cancer
2053,thoracic tumor
2054,lung cancer
2054,small-cell lung cancer
2054,thoracic tumor
2055,breast cancer
2055,stage
2056,breast cancer
2057,breast cancer
2057,inflammatory carcinoma of breast
2058,breast cancer
2059,breast cancer
2060,breast cancer
2061,breast cancer
2061,angiosarcoma
2062,breast cancer
2063,breast cancer
2064,breast cancer
2064,cancer
2065,breast cancer
2065,triple-negative breast cancer
2066,breast cancer
2066,stage
2067,breast cancer
2068,breast cancer
2069,breast cancer
2069,stage
2070,breast cancer
2071,breast cancer
2072,breast cancer
2073,breast cancer
2074,breast cancer
2074,triple-negative breast cancer
2075,breast cancer
2076,breast cancer
2076,her2-positive breast cancer
2077,breast cancer
2077,triple-negative breast cancer
2078,breast cancer
2078,hormone receptor positive breast cancer
2079,breast cancer
2079,stage
2080,breast cancer
2081,breast cancer
2082,breast cancer
2082,triple-negative breast cancer
2082,lymph node metastasis
2083,breast cancer
2084,breast cancer
2084,her2-positive breast cancer
2085,breast cancer
2086,breast cancer
2086,cancer
2087,breast cancer
2088,breast cancer
2089,breast cancer
2089,triple-negative breast cancer
2090,cognitive impairment
2090,breast cancer
2091,breast cancer
2092,breast cancer
2093,breast cancer
2093,triple-negative breast cancer
2094,breast cancer
2095,breast cancer
2096,breast cancer
2097,breast cancer
2098,breast cancer
2098,her2-positive breast cancer
2099,breast cancer
2100,breast cancer
2100,triple-negative breast cancer
2101,breast cancer
2101,triple-negative breast cancer
2102,breast cancer
2103,breast cancer
2103,tumors
2104,breast cancer
2104,locally advanced breast cancer
2105,breast cancer
2105,triple-negative breast cancer
2106,breast cancer
2107,breast cancer
2107,her2-positive breast cancer
2108,breast cancer
2109,abc
2109,breast cancer
2110,breast cancer
2110,neutropenia
2111,breast cancer
2111,prophylaxis
2111,diarrhea
2112,breast cancer
2112,cancer
2113,breast cancer
2114,breast cancer
2114,stage
2115,breast cancer
2116,breast cancer
2117,breast cancer
2117,triple-negative breast cancer
2118,breast cancer
2118,stage
2119,breast cancer
2119,osteonecrosis
2120,breast cancer
2120,stage
2121,immunology
2121,breast cancer
2121,triple-negative breast cancer
2122,breast cancer
2122,triple-negative breast cancer
2123,breast cancer
2123,stage
2124,breast cancer
2125,breast cancer
2125,stage
2126,breast cancer
2127,breast cancer
2128,breast cancer
2129,breast cancer
2130,breast cancer
2130,triple-negative breast cancer
2131,breast cancer
2132,breast cancer
2132,her2-positive breast cancer
2133,breast cancer
2133,peripheral neuropathy
2133,allergy
2134,breast cancer
2135,breast cancer
2135,metastatic breast cancer
2136,breast cancer
2136,stage
2137,breast cancer
2138,breast cancer
2138,her2- negative breast cancer
2139,breast cancer
2139,triple-negative breast cancer
2140,breast cancer
2140,triple-negative breast cancer
2141,breast cancer
2141,stage
2142,breast cancer
2142,metastatic breast cancer
2143,breast cancer
2143,metastatic breast cancer
2144,breast cancer
2144,triple-negative breast cancer
2145,breast cancer
2145,her2- negative breast cancer
2146,breast cancer
2146,her2- advanced breast cancer
2147,breast cancer
2147,metastatic breast cancer
2148,breast cancer
2148,metastatic breast cancer
2149,breast cancer
2149,metastatic breast cancer
2149,stage
2150,breast cancer
2150,cancer
2151,breast cancer
2151,triple-negative breast cancer
2152,breast cancer
2152,triple-negative breast cancer
2153,breast cancer
2154,tumors
2154,breast cancer
2154,bulky disease
2155,breast cancer
2155,metastatic breast cancer
2156,breast cancer
2156,hormone receptor positive her2
2156,metastatic breast cancer
2156,cancer
2157,breast cancer
2157,metastatic breast cancer
2158,breast cancer
2158,metastatic breast cancer
2158,stage
2158,cancer
2159,breast cancer
2159,metastatic breast cancer
2160,breast cancer
2160,metastatic breast cancer
2160,stage
2161,breast cancer
2161,stage
2162,breast cancer
2162,metastatic breast cancer
2163,breast cancer
2163,triple-negative breast cancer
2164,breast cancer
2164,male breast cancer
2164,stage
2165,breast cancer
2165,triple-negative breast cancer
2166,breast cancer
2166,metastatic breast cancer
2167,breast cancer
2167,triple-negative breast cancer
2168,breast cancer
2168,metastatic breast cancer
2169,breast cancer
2169,metastatic breast cancer
2170,breast cancer
2170,hormone receptor positive breast cancer
2171,breast cancer
2171,her2- advanced breast cancer
2172,breast cancer
2172,tumors
2172,metastatic breast cancer
2173,breast cancer
2173,metastatic breast cancer
2173,stage
2174,breast cancer
2174,her2-positive breast cancer
2175,breast cancer
2176,breast cancer
2176,tumors
2176,metastatic breast cancer
2177,breast cancer
2177,metastatic breast cancer
2178,breast cancer
2178,stage
2178,abc
2179,breast cancer
2179,metastatic her2
2180,breast cancer
2180,stage
2181,breast cancer
2181,metastatic breast cancer
2182,breast cancer
2182,stage
2183,breast cancer
2183,metastatic breast cancer
2184,breast cancer
2184,triple-negative breast cancer
2185,breast cancer
2185,invasive lobular carcinoma
2186,breast cancer
2186,metastatic breast cancer
2186,stage
2187,breast cancer
2187,metastatic her2
2188,breast cancer
2188,allergy
2189,breast cancer
2189,metastatic breast cancer
2190,breast cancer
2190,stage
2190,abc
2191,breast cancer
2191,triple-negative breast cancer
2192,breast cancer
2192,metastatic breast cancer
2193,breast cancer
2193,tumors
2194,breast cancer
2194,stage
2195,breast cancer
2195,metastatic breast cancer
2196,breast cancer
2196,metastatic breast cancer
2197,breast cancer
2197,metastatic breast cancer
2198,breast cancer
2198,metastatic breast cancer
2199,breast cancer
2200,breast cancer
2200,metastatic breast cancer
2201,breast cancer
2201,metastatic breast cancer
2201,stage
2202,breast cancer
2203,breast cancer
2203,allergy
2203,triple-negative breast cancer
2204,breast cancer
2204,metastatic breast cancer
2205,breast cancer
2205,metastatic breast cancer
2206,brain metastasis
2206,breast cancer
2207,breast cancer
2208,breast cancer
2208,triple-negative breast cancer
2209,breast cancer
2210,breast cancer
2210,metastatic breast cancer
2211,breast cancer
2211,metaplastic breast cancer
2212,breast cancer
2212,male breast cancer
2213,breast cancer
2213,metastatic breast cancer
2214,hyperprogressive disease
2214,breast cancer
2214,triple-negative breast cancer
2215,breast cancer
2216,breast cancer
2216,metastatic breast cancer
2217,breast cancer
2217,neutropenia
2218,breast cancer
2218,metastatic breast cancer
2219,breast cancer
2219,triple-negative breast cancer
2220,breast cancer
2221,breast cancer
2221,triple-negative breast cancer
2222,breast cancer
2222,cardiotoxicity
2222,her2-positive breast cancer
2223,breast cancer
2223,metastatic breast cancer
2223,stage
2224,breast cancer
2224,metastatic breast cancer
2225,breast cancer
2225,metastatic her2
2226,central nervous system
2226,tumors
2226,glioblastoma
2227,central nervous system
2227,tumors
2227,glioblastoma
2228,central nervous system
2228,tumors
2228,inflammation
2228,glioma
2229,central nervous system
2229,tumors
2229,glioma
2230,central nervous system
2230,tumors
2230,glioblastoma
2231,central nervous system
2231,tumors
2231,glioblastoma
2232,central nervous system
2232,bulky disease
2232,tumors
2232,glioblastoma
2233,central nervous system
2233,tumors
2233,oligodendroglioma
2234,central nervous system
2234,tumors
2234,glioblastoma
2235,central nervous system
2235,bulky disease
2235,brain metastasis
2235,tumors
2236,central nervous system
2236,tumors
2236,glioblastoma
2237,central nervous system
2237,tumors
2237,glioblastoma
2238,central nervous system
2238,tumors
2238,glioma
2239,central nervous system
2239,bulky disease
2239,tumors
2240,central nervous system
2240,tumors
2240,allergy
2240,gbm
2241,central nervous system
2241,tumors
2241,non-small cell lung cancer
2241,bulky disease
2242,central nervous system
2242,tumors
2242,glioblastoma
2243,central nervous system
2243,tumors
2243,brain cancer
2244,central nervous system
2244,tumors
2244,astrocytoma
2245,central nervous system
2245,tumors
2245,astrocytoma
2246,cancer
2246,central nervous system
2246,tumors
2247,central nervous system
2247,tumors
2247,high grade glioma
2247,cancer
2247,oncology
2248,central nervous system
2248,tumors
2248,glioblastoma
2249,central nervous system
2249,tumors
2249,meningioma
2250,central nervous system
2250,tumors
2250,glioblastoma
2251,central nervous system
2251,tumors
2251,glioblastoma
2252,glioblastoma
2252,central nervous system
2252,tumors
2253,central nervous system
2253,tumors
2253,glioblastoma
2254,central nervous system
2254,tumors
2254,anaplastic astrocytoma
2254,glioblastoma
2255,central nervous system
2255,poliomyelitis
2255,tumors
2255,glioma
2256,central nervous system
2256,bulky disease
2256,tumors
2256,solid tumor
2257,central nervous system
